Ano;Veículo;Título;Autores;Número;Volume;Local;Página Inicial;Página Final
2013;M;Optimized bifurcated circuit;1638745937944369,1135004726057093;13;45;;544;737
2016;LI;Public-key bottom-line open system;1965133409445603,9941630418391841,6413140277984870;40;24;;623;646
2016;LI;Multi-channeled intermediate customer loyalty;5700469223617587,2503751282303117;19;28;;156;510
2015;P;Automated regional hierarchy;4541272142642528,7159346387032080;23;34;;227;495
2016;ZG;Business-focused directional access;3998492042499790,1965133409445603;42;8;;517;614
2013;LI;Profound even-keeled algorithm;6328867226130339;26;46;;248;396
2015;MP;User-centric interactive capability;6557680333178323;39;26;;246;809
2014;A;Compatible intangible portal;9407289539669638;20;;Jordanfurt;169;342
2016;AaS;Open-architected radical artificial intelligence;9838454792036006,8305208133103079,4671743840601591;14;;East Reneefurt;428;908
2016;YI;Open-architected hybrid hub;6337438064578677,4993909389282629;44;50;;77;305
2015;RL;Organic interactive budgetary management;2487313480315695,4541272142642528,9611539741215920;16;;North Gloriatown;482;599
2016;JRaH;Sharable contextually-based focus group;7532796691578058,1135004726057093,5893293071812901;12;;Port Claytonmouth;69;630
2015;BI;Streamlined heuristic infrastructure;9821346348660847,4073227496418805;9;;Jennifermouth;439;711
2013;NL;Proactive executive interface;2046442917813182,9264876264363724;25;;Fuentestown;640;707
2015;RaS;Centralized system-worthy budgetary management;8041631349517756;10;;Georgechester;146;877
2014;Z;Optimized client-driven algorithm;9477538211420820,2143271149416300;27;;Lewisside;116;157
2014;S;Implemented heuristic capacity;2922930725706889;4;;Howellside;13;445
2016;YI;Compatible well-modulated frame;1674773401625827;8;4;;678;900
2016;NaS;Devolved bi-directional archive;3227445512800622,7412604949576097;32;22;;99;557
2013;PMaH;Focused dedicated project;7514631069021629,5262540415992174;49;30;;804;819
2013;PI;Persistent maximized hardware;2143271149416300,9407289539669638,9722744349841064;8;33;;568;989
2015;F;Reverse-engineered local access;7683234841793745;30;;North Adrianaborough;280;892
2015;ZG;Intuitive coherent throughput;8041631349517756,9821346348660847;10;28;;883;992
2014;W;Exclusive encompassing matrix;1965133409445603,5327108447296812;7;;North Dianemouth;461;618
2013;LI;Universal 24/7 hardware;4671743840601591,4993909389282629;26;35;;193;370
2015;A;Digitized motivating Graphic Interface;6268449287730388;31;;North Teresa;53;975
2015;N;Public-key exuding Graphic Interface;7882810928845952,1376910945764891;44;;Coleside;529;641
2015;LI;Team-oriented eco-centric budgetary management;5262528182041271,2618873884046651;4;36;;307;629
2014;BWaH;Reduced zero administration focus group;1376910945764891;21;;Barbaratown;122;667
2016;G;Adaptive directional orchestration;8031324513185618,4993909389282629;14;28;;362;433
2015;FSaG;Reverse-engineered heuristic data-warehouse;2275799333779168;4;46;;297;349
2016;RL;Reverse-engineered dynamic hierarchy;4744077090897343,1674773401625827;40;;Margaretport;267;989
2014;A;Adaptive logistical focus group;8041631349517756;21;;West Katietown;680;716
2014;VGaA;Business-focused zero tolerance concept;1088342601060931,6467024971475515,7514631069021629;8;44;;841;848
2014;P;Extended high-level help-desk;5262528182041271;31;11;;216;313
2016;A;Re-contextualized heuristic info-mediaries;6557680333178323;40;;Lake Matthewview;1;996
2015;NaS;Object-based well-modulated moratorium;3227445512800622,8031405438641992;39;26;;313;884
2014;B;Cross-platform directional Graphical User Interface;9357483591910432,9838454792036006,5485081027172277;16;;Staffordborough;841;949
2013;Z;Programmable systemic instruction set;8031405438641992,2137128760644423,9977073232858875;34;;North Lindsay;139;380
2015;WRaP;Persistent holistic open system;7683234841793745,9143802460662726;20;;Lake Julie;821;911
2016;YI;Open-source logistical data-warehouse;9606486478028672;27;12;;49;237
2014;AHaM;Re-engineered eco-centric toolset;9655811696159994,3323705253115932;5;21;;516;998
2013;G;Open-source real-time approach;9357483591910432,2447378201037990,1750367399155058;41;14;;74;114
2013;P;De-engineered multi-tasking migration;1582807585616034;17;38;;494;768
2016;J;Universal 24hour focus group;9075225650777316;26;;Kyleport;523;536
2013;WRaP;Open-source motivating emulation;8936625000762564,9407289539669638;44;;Solischester;290;866
2015;BWaH;Centralized cohesive throughput;2629063971493209;36;;Port Christophermouth;489;647
2013;SI;Total multi-tasking customer loyalty;2904391767971119,5893293071812901,1638745937944369;23;40;;115;668
2016;VGaA;Ameliorated solution-oriented utilization;2137128760644423,1674773401625827,4073227496418805;45;38;;513;760
2016;B;Diverse 24/7 portal;8748367107449062,4073227496418805,7882810928845952;5;;Allenland;806;836
2013;CMaR;Profound exuding orchestration;8305208133103079,9941630418391841;6;;New Christopherport;455;546
2014;SI;Managed fault-tolerant project;9264876264363724,7186917466536994;19;22;;80;316
2016;J;Balanced national monitoring;9838454792036006;31;;Lake Stephanieview;58;515
2013;RaS;De-engineered composite budgetary management;7514631069021629;48;;Lopezshire;342;931
2016;CMaR;Enhanced modular approach;4541272142642528,6467024971475515;29;;Port Kristishire;244;749
2013;JRaH;Customer-focused discrete definition;8041631349517756,4671743840601591;10;;Peterchester;294;936
2016;AaS;Intuitive upward-trending framework;7412604949576097;11;;North Patricia;175;560
2014;JRaH;Multi-channeled system-worthy protocol;8031324513185618;38;;Larsenstad;264;579
2015;W;Seamless heuristic success;3998492042499790,4671743840601591;5;;South Stephanie;901;928
2014;M;Enterprise-wide interactive functionalities;8748367107449062;42;14;;324;753
2015;MP;Open-source didactic software;6268449287730388,2629063971493209,8031405438641992;7;23;;196;373
2014;AHaP;Polarized bottom-line complexity;9821346348660847,5327108447296812;47;27;;98;540
2016;ML;Seamless 3rdgeneration database;9722744349841064,9264876264363724;11;31;;71;221
2016;BWaH;Re-engineered dedicated interface;1088342601060931,7338126532305121,8845454042159474;23;;Veronicaport;284;688
2014;PI;Vision-oriented attitude-oriented attitude;7089503135500102,9611539741215920,2637674440233374;44;36;;757;917
2013;HBaF;Versatile holistic system engine;9606486478028672;36;;Lake Michaelchester;787;793
2014;JRaH;Ergonomic grid-enabled info-mediaries;9264876264363724,1674773401625827,9264287531729077;43;;Evansbury;355;515
2013;Z;Inverse secondary complexity;8845454042159474,5262528182041271;16;;Franklinton;83;113
2016;JHaP;Organized analyzing hub;2354218094325113,7043858660461973,2680213629710193;19;22;;78;566
2015;TG;Proactive value-added moratorium;9129638715325223,2354218094325113,9722744349841064;44;;Heathermouth;38;997
2016;HP;Pre-emptive even-keeled concept;9129638715325223,5262528182041271,2503751282303117;22;50;;737;796
2016;RL;Networked bifurcated open architecture;6557680333178323,8748367107449062,2487313480315695;30;;Davidfurt;429;673
2015;ZG;Profit-focused systematic capacity;4478081765633457;5;35;;261;871
2016;JRaH;Stand-alone exuding extranet;7683234841793745,7338126532305121;42;;Ashleyport;610;823
2014;BP;Fully-configurable didactic project;5649357631317748,7882810928845952,2629063971493209;30;18;;353;436
2014;D;Visionary intermediate intranet;7089503135500102;33;47;;254;758
2013;CMaR;Persistent even-keeled artificial intelligence;2618873884046651;25;;North Joshuaberg;201;492
2014;SI;Versatile impactful task-force;1376910945764891;1;24;;49;995
2016;JRaH;Versatile even-keeled utilization;4541272142642528;21;;North Karen;739;866
2015;BP;Reactive background Graphical User Interface;6601376839046843,9979662463574292;8;1;;687;893
2016;FSaG;Intuitive needs-based flexibility;5510528010958883,7159346387032080;17;41;;18;969
2013;S;Cross-group systemic success;7532796691578058;33;;West Tasha;139;505
2014;AHaP;Switchable empowering moderator;3227445512800622;40;17;;273;575
2013;J;Devolved incremental service-desk;6557680333178323,5327108447296812,4993909389282629;3;;East Ashleyton;554;644
2013;D;Face-to-face bandwidth-monitored emulation;1638745937944369;15;8;;225;915
2015;BI;Sharable 24hour projection;3323705253115932;42;;Tylerfurt;263;335
2014;BG;Ergonomic actuating productivity;8845454042159474;15;28;;126;436
2016;B;Mandatory composite standardization;5954767672734150;31;;Collinsberg;67;533
2015;D;Synergistic asymmetric Graphical User Interface;7931231762362917,9977073232858875;11;30;;405;987
2016;B;Diverse tangible info-mediaries;9838454792036006;20;;West Courtneytown;396;448
2015;YI;Reverse-engineered encompassing emulation;3722297188543195;2;29;;514;851
2014;HKaT;Configurable bottom-line system engine;2618873884046651,9770465873129031,6467024971475515;17;;West Brenda;331;838
2015;B;Progressive intermediate utilization;3235375320367048;15;;South Marc;574;897
2016;F;Intuitive real-time neural-net;9407289539669638,2697688583917184,7159346387032080;2;;Emilyview;203;705
2014;HaS;Progressive coherent process improvement;3998492042499790;39;16;;123;757
2016;S;Optional asynchronous knowledgebase;6193227499902560;20;;Cummingsborough;394;556
2014;G;Right-sized client-driven functionalities;3323705253115932,4478081765633457;35;6;;213;393
2016;HKaT;Open-source explicit portal;1376910945764891,5893293071812901,4744077090897343;27;;Port Ryanmouth;28;177
2014;VGaA;Operative systematic artificial intelligence;1088342601060931;14;50;;255;511
2015;Z;Centralized secondary function;5893293071812901,9821346348660847;24;;West Nancytown;521;1000
2015;M;Automated tertiary solution;1750367399155058;23;28;;24;386
2014;S;Programmable fresh-thinking solution;9722744349841064,5893293071812901,8533292199274586;44;;Robertberg;131;353
2015;NL;Optimized dedicated support;9611539741215920;24;;Port Derekview;227;315
2016;AHaM;Public-key full-range firmware;6337438064578677,7412604949576097,9655811696159994;11;22;;777;818
2014;G;Managed attitude-oriented installation;7882810928845952;7;40;;509;876
2013;BP;Universal logistical open system;2262346136725360,5649357631317748,8748367107449062;8;31;;562;669
2016;JI;Multi-lateral full-range Graphical User Interface;9838454792036006,9264876264363724,7412604949576097;16;;North Christophershire;43;694
2014;ZG;Fundamental non-volatile hierarchy;2629063971493209,9885156202210321,9770465873129031;29;13;;268;327
2015;BP;Triple-buffered responsive capacity;9407289539669638;41;25;;469;661
2013;BI;Synergistic clear-thinking productivity;5485081027172277,2922930725706889,9941630418391841;48;;North Christopher;155;326
2016;HKaT;Advanced stable artificial intelligence;1750367399155058,1965133409445603,4736383437295147;14;;Jessicastad;559;860
2016;JHaP;Versatile optimizing toolset;8031405438641992;50;1;;486;812
2013;MI;Secured 24hour database;5485081027172277;24;;Port Jacobburgh;188;542
2015;F;Stand-alone client-driven intranet;1674773401625827,4744077090897343;26;;East Jamesside;175;242
2013;JI;Grass-roots heuristic ability;1638745937944369,9129638715325223;9;;Davisport;731;903
2015;FSaG;Triple-buffered tertiary forecast;9977073232858875,1582807585616034,9941630418391841;19;1;;657;692
2014;FSaG;Grass-roots scalable structure;4736383437295147,9264876264363724,2922930725706889;24;46;;581;618
2016;N;Integrated asynchronous process improvement;6891679769008337;6;;Yangmouth;71;910
2013;CMaR;Programmable client-driven software;7043858660461973,7159346387032080,7882810928845952;33;;New Debra;588;758
2016;W;Networked static complexity;1376910945764891,1638745937944369;14;;Danielshire;743;844
2016;TG;Proactive zero-defect benchmark;8305208133103079,6557680333178323,7186917466536994;40;;Farrellchester;232;723
2015;HL;Open-source multi-state concept;6557680333178323,8748367107449062,6193227499902560;44;8;;24;813
2015;NaS;Proactive value-added adapter;2697688583917184;29;36;;338;862
2016;MI;Multi-tiered fresh-thinking strategy;2275799333779168;11;;South Patrickland;193;524
2014;A;Innovative didactic capability;1088342601060931,7882810928845952;17;;Walterville;710;735
2014;ZG;Grass-roots clear-thinking throughput;9477538211420820,6891679769008337,1638745937944369;50;19;;355;990
2013;Z;Streamlined radical methodology;2487313480315695,6557680333178323;4;;Susanchester;310;784
2015;BWaH;Devolved encompassing secured line;7089503135500102,4541272142642528;27;;East Amber;574;762
2014;VGaA;Diverse even-keeled parallelism;9979662463574292;25;3;;161;191
2013;BP;Re-engineered client-driven challenge;5244357431315552,5262540415992174;8;2;;164;760
2016;T;Public-key full-range productivity;5700469223617587;34;3;;36;487
2013;MI;Optional attitude-oriented hardware;8041631349517756,4744077090897343,9357483591910432;40;;Kimberlyfort;200;565
2016;PMaH;Re-engineered context-sensitive moratorium;8845454042159474;11;36;;66;714
2014;WL;Self-enabling client-server open system;7931231762362917,7089503135500102,9357483591910432;6;50;;231;876
2013;SI;Sharable intangible benchmark;9979662463574292;45;47;;156;216
2015;M;Team-oriented hybrid function;1088342601060931,8845454042159474;25;8;;811;859
2013;HL;Versatile directional productivity;7159346387032080;40;15;;28;280
2016;BP;Cross-group non-volatile architecture;9655811696159994,2904391767971119,4073227496418805;13;46;;102;450
2014;HL;Triple-buffered executive complexity;5485081027172277,7683234841793745,3235375320367048;27;22;;107;686
2013;HP;Up-sized full-range Graphic Interface;9477538211420820;6;20;;254;740
2015;VGaA;Reactive discrete frame;9129638715325223,9838454792036006;2;22;;218;417
2014;CMaR;Open-architected intangible algorithm;4073227496418805;30;;Jamesborough;420;451
2013;FSaG;Distributed radical data-warehouse;8021345340262535;38;34;;76;556
2014;JRaH;Self-enabling multi-tasking challenge;1088342601060931,9941630418391841,9655811696159994;8;;Lake Brianmouth;618;820
2014;AHaM;Fundamental 5thgeneration pricing structure;4744077090897343,9075225650777316,6557680333178323;36;20;;889;896
2013;HBaF;Advanced reciprocal attitude;2629063971493209,8041631349517756;47;;East Emilymouth;264;888
2015;VGaA;Centralized eco-centric flexibility;2629063971493209,5262540415992174,8845454042159474;39;22;;151;542
2013;WL;Automated directional framework;2046442917813182;37;3;;94;930
2015;LI;Fundamental global standardization;1674773401625827,7159346387032080,5510528010958883;5;25;;622;950
2014;A;Innovative contextually-based time-frame;9143802460662726,4671743840601591;50;;Jameshaven;123;372
2013;GVaR;Right-sized multi-tasking hub;2262346136725360,1965133409445603,2487313480315695;15;12;;280;823
